LECROYWRHRO66Zi,58279,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,25-Sep-2013 15:24:57,0                 
Time,Ampl
-6.0022e-005,0.000399821
-5.9822e-005,0
-5.9622e-005,0.00139937
-5.9422e-005,0.00139937
-5.9222e-005,0.00159928
-5.9022e-005,0.00319857
-5.8822e-005,0.00299866
-5.8622e-005,0.00259884
-5.8422e-005,0.00399821
-5.8222e-005,0.00399821
-5.8022e-005,0.00359839
-5.7822e-005,0.00459794
-5.7622e-005,0.00439803
-5.7422e-005,0.00499776
-5.7222e-005,0.00559749
-5.7022e-005,0.00499776
-5.6822e-005,0.00639713
-5.6622e-005,0.00599731
-5.6422e-005,0.00659704
-5.6222e-005,0.00699687
-5.6022e-005,0.00719678
-5.5822e-005,0.00639713
-5.5622e-005,0.00719678
-5.5422e-005,0.00699687
-5.5222e-005,0.00679695
-5.5022e-005,0.0057974
-5.4822e-005,0.00719678
-5.4622e-005,0.00739669
-5.4422e-005,0.00699687
-5.4222e-005,0.00739669
-5.4022e-005,0.00739669
-5.3822e-005,0.00659704
-5.3622e-005,0.00699687
-5.3422e-005,0.00679695
-5.3222e-005,0.00679695
-5.3022e-005,0.00619722
-5.2822e-005,0.00719678
-5.2622e-005,0.00659704
-5.2422e-005,0.00659704
-5.2222e-005,0.00619722
-5.2022e-005,0.00659704
-5.1822e-005,0.00619722
-5.1622e-005,0.00699687
-5.1422e-005,0.0057974
-5.1222e-005,0.00599731
-5.1022e-005,0.00659704
-5.0822e-005,0.00519767
-5.0622e-005,0.0057974
-5.0422e-005,0.00539758
-5.0222e-005,0.00499776
-5.0022e-005,0.0057974
-4.9822e-005,0.00479785
-4.9622e-005,0.0057974
-4.9422e-005,0.00559749
-4.9222e-005,0.00539758
-4.9022e-005,0.00519767
-4.8822e-005,0.00639713
-4.8622e-005,0.0057974
-4.8422e-005,0.00559749
-4.8222e-005,0.0057974
-4.8022e-005,0.00539758
-4.7822e-005,0.00519767
-4.7622e-005,0.0057974
-4.7422e-005,0.00639713
-4.7222e-005,0.00559749
-4.7022e-005,0.00639713
-4.6822e-005,0.00599731
-4.6622e-005,0.00659704
-4.6422e-005,0.00659704
-4.6222e-005,0.00699687
-4.6022e-005,0.00699687
-4.5822e-005,0.00639713
-4.5622e-005,0.00799642
-4.5422e-005,0.00719678
-4.5222e-005,0.00699687
-4.5022e-005,0.00739669
-4.4822e-005,0.00739669
-4.4622e-005,0.00739669
-4.4422e-005,0.0075966
-4.4222e-005,0.00719678
-4.4022e-005,0.00659704
-4.3822e-005,0.00679695
-4.3622e-005,0.00699687
-4.3422e-005,0.00679695
-4.3222e-005,0.0057974
-4.3022e-005,0.00679695
-4.2822e-005,0.00679695
