LECROYWRHRO66Zi,58279,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,25-Sep-2013 15:24:59,0                 
Time,Ampl
-6.00415e-005,0.0037983
-5.98415e-005,0.0037983
-5.96415e-005,0.00299866
-5.94415e-005,0.00419812
-5.92415e-005,0.00299866
-5.90415e-005,0.00419812
-5.88415e-005,0.00319857
-5.86415e-005,0.00419812
-5.84415e-005,0.00219901
-5.82415e-005,0.00279875
-5.80415e-005,0.00299866
-5.78415e-005,0.00359839
-5.76415e-005,0.00319857
-5.74415e-005,0.00319857
-5.72415e-005,0.00359839
-5.70415e-005,0.00419812
-5.68415e-005,0.00399821
-5.66415e-005,0.00459794
-5.64415e-005,0.00419812
-5.62415e-005,0.00479785
-5.60415e-005,0.00339848
-5.58415e-005,0.00439803
-5.56415e-005,0.00519767
-5.54415e-005,0.00519767
-5.52415e-005,0.00539758
-5.50415e-005,0.00559749
-5.48415e-005,0.00539758
-5.46415e-005,0.00639713
-5.44415e-005,0.00639713
-5.42415e-005,0.00539758
-5.40415e-005,0.00639713
-5.38415e-005,0.00599731
-5.36415e-005,0.00619722
-5.34415e-005,0.00619722
-5.32415e-005,0.00599731
-5.30415e-005,0.00539758
-5.28415e-005,0.00519767
-5.26415e-005,0.00519767
-5.24415e-005,0.00539758
-5.22415e-005,0.00519767
-5.20415e-005,0.00599731
-5.18415e-005,0.00599731
-5.16415e-005,0.00559749
-5.14415e-005,0.00499776
-5.12415e-005,0.00399821
-5.10415e-005,0.00499776
-5.08415e-005,0.00479785
-5.06415e-005,0.00459794
-5.04415e-005,0.00499776
-5.02415e-005,0.00459794
-5.00415e-005,0.00439803
-4.98415e-005,0.00499776
-4.96415e-005,0.00299866
-4.94415e-005,0.00419812
-4.92415e-005,0.00359839
-4.90415e-005,0.00399821
-4.88415e-005,0.00359839
-4.86415e-005,0.00319857
-4.84415e-005,0.00439803
-4.82415e-005,0.00319857
-4.80415e-005,0.00439803
-4.78415e-005,0.00219901
-4.76415e-005,0.00259884
-4.74415e-005,0.00319857
-4.72415e-005,0.00299866
-4.70415e-005,0.00359839
-4.68415e-005,0.00299866
-4.66415e-005,0.00299866
-4.64415e-005,0.0037983
-4.62415e-005,0.00339848
-4.60415e-005,0.00339848
-4.58415e-005,0.00399821
-4.56415e-005,0.0037983
-4.54415e-005,0.00339848
-4.52415e-005,0.00339848
-4.50415e-005,0.00359839
-4.48415e-005,0.00439803
-4.46415e-005,0.00359839
-4.44415e-005,0.00439803
-4.42415e-005,0.00499776
-4.40415e-005,0.00419812
-4.38415e-005,0.00499776
-4.36415e-005,0.00519767
-4.34415e-005,0.00539758
-4.32415e-005,0.00539758
-4.30415e-005,0.00519767
-4.28415e-005,0.00519767
-4.26415e-005,0.0057974
-4.24415e-005,0.00499776
-4.22415e-005,0.00519767
-4.20415e-005,0.00479785
-4.18415e-005,0.00539758
-4.16415e-005,0.00599731
-4.14415e-005,0.00539758
-4.12415e-005,0.00599731
-4.10415e-005,0.00519767
-4.08415e-005,0.00499776
-4.06415e-005,0.00539758
-4.04415e-005,0.00519767
-4.02415e-005,0.00539758
-4.00415e-005,0.00479785
-3.98415e-005,0.00479785
-3.96415e-005,0.00419812
-3.94415e-005,0.00539758
-3.92415e-005,0.00439803
-3.90415e-005,0.00439803
-3.88415e-005,0.00439803
-3.86415e-005,0.0037983
-3.84415e-005,0.00439803
-3.82415e-005,0.00339848
-3.80415e-005,0.00299866
-3.78415e-005,0.00319857
-3.76415e-005,0.00399821
-3.74415e-005,0.00339848
-3.72415e-005,0.00319857
-3.70415e-005,0.00399821
-3.68415e-005,0.00279875
-3.66415e-005,0.0037983
-3.64415e-005,0.00359839
-3.62415e-005,0.00239893
-3.60415e-005,0.00299866
-3.58415e-005,0.00339848
-3.56415e-005,0.00319857
-3.54415e-005,0.00419812
-3.52415e-005,0.00299866
-3.50415e-005,0.0037983
-3.48415e-005,0.00459794
-3.46415e-005,0.00399821
-3.44415e-005,0.00479785
-3.42415e-005,0.00399821
-3.40415e-005,0.00479785
-3.38415e-005,0.00519767
-3.36415e-005,0.00479785
-3.34415e-005,0.00479785
-3.32415e-005,0.00419812
-3.30415e-005,0.00499776
-3.28415e-005,0.00459794
-3.26415e-005,0.00539758
-3.24415e-005,0.00499776
-3.22415e-005,0.0057974
-3.20415e-005,0.00559749
-3.18415e-005,0.0057974
-3.16415e-005,0.00639713
-3.14415e-005,0.00559749
-3.12415e-005,0.00659704
-3.10415e-005,0.0057974
-3.08415e-005,0.0057974
-3.06415e-005,0.00539758
-3.04415e-005,0.00539758
-3.02415e-005,0.00559749
-3.00415e-005,0.00559749
-2.98415e-005,0.0057974
-2.96415e-005,0.00539758
-2.94415e-005,0.00439803
-2.92415e-005,0.00459794
-2.90415e-005,0.00499776
-2.88415e-005,0.00419812
-2.86415e-005,0.00479785
-2.84415e-005,0.00479785
-2.82415e-005,0.00439803
-2.80415e-005,0.00459794
-2.78415e-005,0.00499776
-2.76415e-005,0.00319857
-2.74415e-005,0.00339848
-2.72415e-005,0.00339848
-2.70415e-005,0.00339848
-2.68415e-005,0.00339848
-2.66415e-005,0.00399821
-2.64415e-005,0.00319857
-2.62415e-005,0.00319857
-2.60415e-005,0.00319857
-2.58415e-005,0.00239893
-2.56415e-005,0.00359839
-2.54415e-005,0.00339848
-2.52415e-005,0.00239893
-2.50415e-005,0.00279875
-2.48415e-005,0.00239893
-2.46415e-005,0.00259884
-2.44415e-005,0.00219901
-2.42415e-005,0.00399821
-2.40415e-005,0.00279875
-2.38415e-005,0.00299866
-2.36415e-005,0.00399821
-2.34415e-005,0.00339848
-2.32415e-005,0.00259884
-2.30415e-005,0.00319857
-2.28415e-005,0.00459794
-2.26415e-005,0.00479785
-2.24415e-005,0.00519767
-2.22415e-005,0.00479785
-2.20415e-005,0.00459794
-2.18415e-005,0.00459794
-2.16415e-005,0.00479785
-2.14415e-005,0.0057974
-2.12415e-005,0.00479785
-2.10415e-005,0.00479785
-2.08415e-005,0.00639713
-2.06415e-005,0.00519767
-2.04415e-005,0.00559749
-2.02415e-005,0.00439803
-2.00415e-005,0.00479785
-1.98415e-005,0.00599731
-1.96415e-005,0.00519767
-1.94415e-005,0.00479785
-1.92415e-005,0.00499776
-1.90415e-005,0.00499776
-1.88415e-005,0.00539758
-1.86415e-005,0.00479785
-1.84415e-005,0.00459794
-1.82415e-005,0.00479785
-1.80415e-005,0.00499776
-1.78415e-005,0.00419812
-1.76415e-005,0.00419812
-1.74415e-005,0.00479785
-1.72415e-005,0.0037983
-1.70415e-005,0.00399821
-1.68415e-005,0.00419812
-1.66415e-005,0.00399821
-1.64415e-005,0.00339848
-1.62415e-005,0.00419812
-1.60415e-005,0.00319857
-1.58415e-005,0.0037983
-1.56415e-005,0.00399821
-1.54415e-005,0.0037983
-1.52415e-005,0.00279875
-1.50415e-005,0.00339848
-1.48415e-005,0.00259884
-1.46415e-005,0.00339848
-1.44415e-005,0.00399821
-1.42415e-005,0.0037983
-1.40415e-005,0.00319857
-1.38415e-005,0.00359839
-1.36415e-005,0.00319857
-1.34415e-005,0.00479785
-1.32415e-005,0.00479785
-1.30415e-005,0.00659704
-1.28415e-005,0.0075966
-1.26415e-005,0.00819633
-1.24415e-005,0.00999552
-1.22415e-005,0.0129942
-1.20415e-005,0.0161927
-1.18415e-005,0.0187916
-1.16415e-005,0.0225899
-1.14415e-005,0.0271878
-1.12415e-005,0.0315858
-1.10415e-005,0.035784
-1.08415e-005,0.0415814
-1.06415e-005,0.0473788
-1.04415e-005,0.0527764
-1.02415e-005,0.057974
-1.00415e-005,0.0657705
-9.84148e-006,0.0727674
-9.64148e-006,0.0793644
-9.44148e-006,0.0855617
-9.24148e-006,0.0927584
-9.04148e-006,0.0991556
-8.84148e-006,0.105953
-8.64148e-006,0.112749
-8.44148e-006,0.120146
-8.24148e-006,0.126943
-8.04148e-006,0.132141
-7.84148e-006,0.138538
-7.64148e-006,0.144135
-7.44148e-006,0.149933
-7.24148e-006,0.155131
-7.04148e-006,0.160128
-6.84148e-006,0.164726
-6.64148e-006,0.169124
-6.44148e-006,0.172723
-6.24148e-006,0.176721
-6.04148e-006,0.17912
-5.84148e-006,0.181519
-5.64148e-006,0.183718
-5.44148e-006,0.186516
-5.24148e-006,0.186916
-5.04148e-006,0.187316
-4.84148e-006,0.188316
-4.64148e-006,0.187716
-4.44148e-006,0.187916
-4.24148e-006,0.186516
-4.04148e-006,0.185317
-3.84148e-006,0.183518
-3.64148e-006,0.181719
-3.44148e-006,0.17932
-3.24148e-006,0.176121
-3.04148e-006,0.173322
-2.84148e-006,0.169524
-2.64148e-006,0.165926
-2.44148e-006,0.161328
-2.24148e-006,0.15693
-2.04148e-006,0.152732
-1.84148e-006,0.148733
-1.64148e-006,0.142736
-1.44148e-006,0.136339
-1.24148e-006,0.131141
-1.04148e-006,0.125944
-8.41481e-007,0.118747
-6.41481e-007,0.113149
-4.41481e-007,0.107752
-2.41481e-007,0.100755
-4.14813e-008,0.0957571
1.58519e-007,0.0875608
3.58519e-007,0.0813635
5.58519e-007,0.0745666
7.58519e-007,0.0677696
9.58519e-007,0.0613725
1.15852e-006,0.0543756
1.35852e-006,0.0479785
1.55852e-006,0.0407817
1.75852e-006,0.0345845
1.95852e-006,0.0287871
2.15852e-006,0.0215903
2.35852e-006,0.0153931
2.55852e-006,0.0101954
2.75852e-006,0.00339848
2.95852e-006,-0.00299866
3.15852e-006,-0.00839624
3.35852e-006,-0.0141936
3.55852e-006,-0.0191914
3.75852e-006,-0.0241892
3.95852e-006,-0.0297867
4.15852e-006,-0.0347844
4.35852e-006,-0.0397822
4.55852e-006,-0.0429807
4.75852e-006,-0.0475787
4.95852e-006,-0.0515769
5.15852e-006,-0.0559749
5.35852e-006,-0.0593734
5.55852e-006,-0.0627719
5.75852e-006,-0.0665702
5.95852e-006,-0.0701686
6.15852e-006,-0.0717678
6.35852e-006,-0.0757661
6.55852e-006,-0.0777652
6.75852e-006,-0.0791645
6.95852e-006,-0.0831627
7.15852e-006,-0.0837625
7.35852e-006,-0.0867611
7.55852e-006,-0.0879606
7.75852e-006,-0.08936
7.95852e-006,-0.0901596
8.15852e-006,-0.0917589
8.35852e-006,-0.0927584
8.55852e-006,-0.0935581
8.75852e-006,-0.0939579
8.95852e-006,-0.0945576
9.15852e-006,-0.0945576
9.35852e-006,-0.0953573
9.55852e-006,-0.095957
9.75852e-006,-0.0955572
9.95852e-006,-0.0951574
1.01585e-005,-0.0941578
1.03585e-005,-0.093758
1.05585e-005,-0.0931583
1.07585e-005,-0.0933582
1.09585e-005,-0.0921587
1.11585e-005,-0.091559
1.13585e-005,-0.091559
1.15585e-005,-0.0905594
1.17585e-005,-0.0883604
1.19585e-005,-0.0883604
1.21585e-005,-0.087161
1.23585e-005,-0.0861614
1.25585e-005,-0.082563
1.27585e-005,-0.0837625
1.29585e-005,-0.0809637
1.31585e-005,-0.0797643
1.33585e-005,-0.0801641
1.35585e-005,-0.0771654
1.37585e-005,-0.0763658
1.39585e-005,-0.075966
1.41585e-005,-0.0747665
1.43585e-005,-0.0723676
1.45585e-005,-0.0717678
1.47585e-005,-0.0693689
1.49585e-005,-0.0679695
1.51585e-005,-0.0665702
1.53585e-005,-0.06697
1.55585e-005,-0.0645711
1.57585e-005,-0.0627719
1.59585e-005,-0.0619722
1.61585e-005,-0.0599731
1.63585e-005,-0.0583738
1.65585e-005,-0.0565747
1.67585e-005,-0.055775
1.69585e-005,-0.0553752
1.71585e-005,-0.0541757
1.73585e-005,-0.0521766
1.75585e-005,-0.0499776
1.77585e-005,-0.049178
1.79585e-005,-0.0473788
1.81585e-005,-0.0457795
1.83585e-005,-0.0449798
